Unnamed: 0,Date,Manufacturing_Date,Expiry_Date,Days_to_Expiry_at_Sale,Is_Near_Expiry_At_Sale,Product_ID,Product_Name,Category,Company_Name,Is_Perishable,Shelf_Life_Days,Storage_Temperature,Lot_ID,Stock_Batch_Quantity,Quantity_Stocked,Quantity_Sold,Wastage_Units,On_Hand_After_Sale,Near_Expiry_Units,Price_per_Unit,Revenue,Feedback_Score,Supermarket_Branch
47,2023-05-04,2023-04-16,2023-05-15,11,False,5747,Yogurt Cup,Dairy,Nestlé,True,29,Chilled (2-4°C),LOT-20230416-180,497,407,231,21,155,15,45.82,10584.42,3,Supermarket A - Indiranagar
48,2025-06-01,2025-06-01,2025-06-06,5,False,6946,Croissant,Bakery,Local Bakery,True,5,Ambient (20-25°C),LOT-20250601-762,554,309,206,12,91,18,42.28,8709.68,4,Supermarket A - Indiranagar
49,2024-02-11,2024-02-07,2024-02-12,1,True,6046,Croissant,Bakery,Local Bakery,True,5,Ambient (20-25°C),LOT-20240207-104,307,154,104,5,45,45,28.02,2914.08,5,Supermarket A - Indiranagar
50,2025-01-11,2024-12-30,2025-01-19,8,False,5804,Yogurt Cup,Dairy,Nestlé,True,20,Chilled (2-4°C),LOT-20241230-172,493,278,111,19,148,0,88.78,9854.58,4,Supermarket A - Indiranagar
51,2025-11-11,2025-05-16,2025-12-04,23,False,8699,Mango Juice 1L,Beverages,Paper Boat,False,202,Ambient (20-25°C),LOT-20250516-818,1019,723,248,26,449,8,39.79,9867.92,5,Supermarket A - Indiranagar
52,2023-01-09,2023-01-03,2023-01-16,7,False,4273,Tomato,Vegetables,Namdhari,True,13,Cool (10-15°C),LOT-20230103-849,446,372,203,16,153,25,32.87,6672.61,4,Supermarket A - Indiranagar
53,2023-05-14,2023-05-06,2023-05-14,0,True,4470,Tomato,Vegetables,Namdhari,True,8,Cool (10-15°C),LOT-20230506-244,447,171,77,12,82,82,30.98,2385.46,4,Supermarket A - Indiranagar
54,2024-01-07,2024-01-04,2024-01-10,3,True,6966,Brown Bread,Bakery,Britannia,True,6,Ambient (20-25°C),LOT-20240104-694,271,143,58,10,75,75,110.47,6407.26,4,Supermarket A - Indiranagar
55,2024-03-13,2024-03-12,2024-03-15,2,True,6823,Croissant,Bakery,Local Bakery,True,3,Ambient (20-25°C),LOT-20240312-376,431,261,138,11,112,112,40.26,5555.88,4,Supermarket A - Indiranagar
56,2024-08-04,2024-06-26,2025-05-24,293,False,8441,Packaged Water 1L,Beverages,Bisleri,False,332,Ambient (20-25°C),LOT-20240626-328,958,658,252,16,390,78,105.88,26681.76,5,Supermarket A - Indiranagar
57,2023-01-28,2023-01-26,2023-02-07,10,False,7090,Mutton Curry Cut 500g,Meat,Licious,True,12,Frozen (-18°C),LOT-20230126-272,400,314,157,16,141,4,183.58,28822.06,2,Supermarket A - Indiranagar
58,2025-07-18,2025-03-15,2025-07-20,2,True,8650,Packaged Water 1L,Beverages,Bisleri,False,127,Ambient (20-25°C),LOT-20250315-238,870,671,208,24,439,439,77.36,16090.88,2,Supermarket A - Indiranagar
59,2023-10-24,2023-06-17,2023-10-27,3,True,9606,Chocolate Bar 45g,Snacks,Cadbury,False,132,Ambient (20-25°C),LOT-20230617-695,1025,543,188,17,338,338,116.43,21888.84,5,Supermarket A - Indiranagar
60,2023-11-25,2023-11-14,2023-11-25,0,True,3320,Mango,Fruits,FreshFarms,True,11,Cool (10-15°C),LOT-20231114-335,602,408,162,37,209,209,119.18,19307.16,2,Supermarket A - Indiranagar
61,2023-12-17,2023-12-15,2023-12-21,4,False,6840,Pav 6pc,Bakery,Modern Foods,True,6,Ambient (20-25°C),LOT-20231215-972,614,488,225,33,230,47,103.39,23262.75,4,Supermarket A - Indiranagar
62,2025-03-28,2025-03-10,2025-03-30,2,True,5974,Paneer 200g,Dairy,Nandini,True,20,Chilled (2-4°C),LOT-20250310-736,657,376,218,18,140,140,70.27,15318.86,3,Supermarket A - Indiranagar
63,2023-02-10,2023-02-08,2023-02-22,12,False,3231,Banana,Fruits,FreshFarms,True,14,Cool (10-15°C),LOT-20230208-297,524,411,231,23,157,25,60.14,13892.34,4,Supermarket A - Indiranagar
64,2024-07-03,2024-07-03,2024-07-06,3,True,6842,Croissant,Bakery,Local Bakery,True,3,Ambient (20-25°C),LOT-20240703-196,645,521,393,15,113,113,38.6,15169.8,4,Supermarket A - Indiranagar
65,2023-06-11,2023-06-08,2023-06-20,9,False,4095,Onion,Vegetables,Namdhari,True,12,Cool (10-15°C),LOT-20230608-976,459,253,128,17,108,23,50.88,6512.64,4,Supermarket A - Indiranagar
66,2023-10-20,2023-10-19,2023-10-25,5,False,6218,Brown Bread,Bakery,Britannia,True,6,Ambient (20-25°C),LOT-20231019-910,677,510,214,28,268,49,116.11,24847.54,4,Supermarket A - Indiranagar
67,2023-07-29,2023-07-29,2023-08-02,4,False,6297,Croissant,Bakery,Local Bakery,True,4,Ambient (20-25°C),LOT-20230729-722,596,557,284,33,240,7,34.71,9857.64,5,Supermarket A - Indiranagar
68,2025-05-18,2025-02-07,2025-11-04,170,False,9431,Potato Chips 100g,Snacks,Lays,False,270,Ambient (20-25°C),LOT-20250207-504,839,533,178,15,340,62,127.25,22650.5,4,Supermarket A - Indiranagar
69,2023-07-24,2023-07-21,2023-08-05,12,False,3939,Orange,Fruits,Del Monte,True,15,Cool (10-15°C),LOT-20230721-412,627,220,84,19,117,15,112.79,9474.36,3,Supermarket A - Indiranagar
70,2023-07-04,2023-06-28,2023-07-15,11,False,3967,Pomegranate,Fruits,FreshFarms,True,17,Cool (10-15°C),LOT-20230628-279,620,419,282,9,128,25,62.62,17658.84,5,Supermarket A - Indiranagar
71,2025-04-15,2024-11-19,2025-07-01,77,False,9952,Biscuit 200g,Snacks,Parle,False,224,Ambient (20-25°C),LOT-20241119-729,916,796,251,26,519,66,35.82,8990.82,3,Supermarket A - Indiranagar
72,2024-11-28,2024-10-31,2025-03-31,123,False,9678,Biscuit 200g,Snacks,Parle,False,151,Ambient (20-25°C),LOT-20241031-404,895,553,333,10,210,25,89.08,29663.64,2,Supermarket A - Indiranagar
73,2025-06-22,2025-06-15,2026-01-22,214,False,8178,Mango Juice 1L,Beverages,Paper Boat,False,221,Ambient (20-25°C),LOT-20250615-154,877,683,236,14,433,20,43.43,10249.48,5,Supermarket A - Indiranagar
74,2025-06-07,2025-04-12,2025-07-18,41,False,8604,Soda 500ml,Beverages,Coca-Cola,False,97,Ambient (20-25°C),LOT-20250412-858,784,475,116,19,340,90,68.08,7897.28,4,Supermarket A - Indiranagar
75,2025-03-20,2025-03-13,2025-03-21,1,True,4673,Spinach,Vegetables,FarmGate,True,8,Cool (10-15°C),LOT-20250313-177,687,524,176,37,311,311,58.32,10264.32,3,Supermarket A - Indiranagar
76,2024-09-17,2024-09-15,2024-09-24,7,False,4532,Onion,Vegetables,Namdhari,True,9,Cool (10-15°C),LOT-20240915-647,705,594,232,52,310,3,55.98,12987.36,5,Supermarket A - Indiranagar
77,2023-09-21,2023-09-13,2023-09-23,2,True,7059,Mutton Curry Cut 500g,Meat,Licious,True,10,Frozen (-18°C),LOT-20230913-325,444,342,138,25,179,179,391.86,54076.68,4,Supermarket A - Indiranagar
78,2025-08-01,2025-01-05,2025-09-09,39,False,9146,Masala Namkeen 150g,Snacks,Haldiram's,False,247,Ambient (20-25°C),LOT-20250105-981,1223,979,378,32,569,3,46.1,17425.8,3,Supermarket A - Indiranagar
79,2023-12-22,2023-12-22,2023-12-26,4,False,6476,Sandwich Bread,Bakery,Britannia,True,4,Ambient (20-25°C),LOT-20231222-133,800,646,393,27,226,28,103.83,40805.19,5,Supermarket A - Indiranagar
80,2024-12-05,2024-07-29,2024-12-11,6,True,8512,Mango Juice 1L,Beverages,Paper Boat,False,135,Ambient (20-25°C),LOT-20240729-921,847,618,200,18,400,400,78.33,15666.0,2,Supermarket A - Indiranagar
81,2025-11-03,2025-03-17,2026-01-17,75,False,9467,Potato Chips 100g,Snacks,Lays,False,306,Ambient (20-25°C),LOT-20250317-326,880,689,263,18,408,66,143.57,37758.91,3,Supermarket A - Indiranagar
82,2025-05-03,2025-04-28,2025-05-03,0,True,6042,Croissant,Bakery,Local Bakery,True,5,Ambient (20-25°C),LOT-20250428-606,246,208,96,15,97,97,98.24,9431.04,4,Supermarket A - Indiranagar
83,2023-05-12,2023-05-11,2023-05-20,8,False,5592,Butter 100g,Dairy,Amul,True,9,Chilled (2-4°C),LOT-20230511-328,647,395,281,14,100,2,116.21,32655.01,5,Supermarket A - Indiranagar
84,2025-01-10,2024-10-22,2025-10-10,273,False,8538,Orange Juice 1L,Beverages,Real,False,353,Ambient (20-25°C),LOT-20241022-826,1025,927,409,28,490,7,117.96,48245.64,5,Supermarket A - Indiranagar
85,2023-01-22,2023-01-16,2023-02-01,10,False,3594,Apple,Fruits,Del Monte,True,16,Cool (10-15°C),LOT-20230116-500,540,274,145,23,106,30,112.39,16296.55,4,Supermarket A - Indiranagar
86,2023-10-13,2023-09-30,2024-04-09,179,False,8039,Mango Juice 1L,Beverages,Paper Boat,False,192,Ambient (20-25°C),LOT-20230930-258,1035,412,184,11,217,26,65.51,12053.84,5,Supermarket A - Indiranagar
87,2024-06-03,2024-05-30,2024-06-06,3,True,4739,Carrot,Vegetables,FarmGate,True,7,Cool (10-15°C),LOT-20240530-496,630,467,271,31,165,165,42.71,11574.41,4,Supermarket A - Indiranagar
88,2023-02-14,2023-01-29,2023-02-18,4,False,3340,Pomegranate,Fruits,FreshFarms,True,20,Cool (10-15°C),LOT-20230129-576,496,305,110,17,178,17,82.27,9049.7,2,Supermarket A - Indiranagar
89,2023-05-24,2023-01-03,2023-09-26,125,False,8140,Orange Juice 1L,Beverages,Real,False,266,Ambient (20-25°C),LOT-20230103-475,749,406,152,12,242,49,39.53,6008.56,4,Supermarket A - Indiranagar
90,2023-07-03,2023-03-02,2023-08-05,33,False,9310,Biscuit 200g,Snacks,Parle,False,156,Ambient (20-25°C),LOT-20230302-809,1024,748,279,22,447,112,148.49,41428.71,4,Supermarket A - Indiranagar
91,2024-01-02,2024-01-01,2024-01-04,2,True,6047,Pav 6pc,Bakery,Modern Foods,True,3,Ambient (20-25°C),LOT-20240101-206,422,257,134,9,114,114,42.71,5723.14,5,Supermarket A - Indiranagar
92,2023-04-12,2023-04-09,2023-04-16,4,False,4781,Spinach,Vegetables,FarmGate,True,7,Cool (10-15°C),LOT-20230409-989,245,178,96,14,68,9,38.19,3666.24,4,Supermarket A - Indiranagar
93,2023-04-07,2023-03-30,2023-04-12,5,False,4332,Spinach,Vegetables,FarmGate,True,13,Cool (10-15°C),LOT-20230330-679,373,270,115,24,131,37,54.49,6266.35,3,Supermarket A - Indiranagar
94,2024-06-24,2024-06-20,2024-07-04,10,False,3316,Banana,Fruits,FreshFarms,True,14,Cool (10-15°C),LOT-20240620-494,473,274,162,13,99,2,63.54,10293.48,4,Supermarket A - Indiranagar
95,2024-09-01,2024-08-15,2024-09-02,1,True,3973,Mango,Fruits,FreshFarms,True,18,Cool (10-15°C),LOT-20240815-139,506,432,268,20,144,144,111.59,29906.12,4,Supermarket A - Indiranagar
96,2023-08-06,2023-08-04,2023-08-16,10,False,4191,Potato,Vegetables,Namdhari,True,12,Cool (10-15°C),LOT-20230804-435,639,487,323,22,142,28,54.03,17451.69,5,Supermarket A - Indiranagar
97,2023-05-23,2023-05-13,2023-05-24,1,True,7718,Mutton Curry Cut 500g,Meat,Licious,True,11,Frozen (-18°C),LOT-20230513-656,474,342,123,31,188,188,187.24,23030.52,4,Supermarket A - Indiranagar
98,2023-12-26,2023-10-22,2024-01-31,36,False,8326,Cold Coffee 200ml,Beverages,Nestlé,False,101,Ambient (20-25°C),LOT-20231022-323,862,526,180,8,338,83,73.78,13280.4,3,Supermarket A - Indiranagar
99,2024-08-16,2024-08-08,2024-08-21,5,False,4324,Carrot,Vegetables,FarmGate,True,13,Cool (10-15°C),LOT-20240808-323,447,387,218,16,153,35,23.08,5031.44,4,Supermarket A - Indiranagar
100,2024-06-12,2024-06-07,2024-06-14,2,True,4007,Onion,Vegetables,Namdhari,True,7,Cool (10-15°C),LOT-20240607-500,228,192,92,14,86,86,42.94,3950.48,4,Supermarket A - Indiranagar
101,2024-10-13,2024-10-07,2024-10-14,1,True,3099,Pomegranate,Fruits,FreshFarms,True,7,Cool (10-15°C),LOT-20241007-178,414,335,153,29,153,153,30.09,4603.77,3,Supermarket A - Indiranagar
102,2023-10-04,2023-09-28,2023-10-11,7,False,5748,Yogurt Cup,Dairy,Nestlé,True,13,Chilled (2-4°C),LOT-20230928-896,346,278,190,9,79,22,28.24,5365.6,5,Supermarket A - Indiranagar
103,2023-02-04,2023-01-21,2023-02-09,5,False,3957,Grapes,Fruits,Reliance Fresh,True,19,Cool (10-15°C),LOT-20230121-968,315,298,126,26,146,10,54.68,6889.68,4,Supermarket A - Indiranagar
104,2025-03-10,2025-03-03,2025-03-10,0,True,4520,Carrot,Vegetables,FarmGate,True,7,Cool (10-15°C),LOT-20250303-623,325,325,143,16,166,166,39.45,5641.35,2,Supermarket A - Indiranagar
105,2025-01-29,2024-07-15,2025-04-04,65,False,8944,Soda 500ml,Beverages,Coca-Cola,False,263,Ambient (20-25°C),LOT-20240715-486,802,674,311,15,348,58,110.74,34440.14,5,Supermarket A - Indiranagar
106,2024-06-04,2024-05-15,2024-06-12,8,False,5301,Paneer 200g,Dairy,Nandini,True,28,Chilled (2-4°C),LOT-20240515-485,404,343,159,23,161,14,65.52,10417.68,2,Supermarket A - Indiranagar
107,2024-07-13,2024-02-29,2024-09-07,56,False,8928,Mango Juice 1L,Beverages,Paper Boat,False,191,Ambient (20-25°C),LOT-20240229-878,754,522,274,14,234,39,40.41,11072.34,3,Supermarket A - Indiranagar
108,2023-02-03,2023-01-02,2023-08-06,184,False,9143,Biscuit 200g,Snacks,Parle,False,216,Ambient (20-25°C),LOT-20230102-844,859,590,225,19,346,71,21.0,4725.0,4,Supermarket A - Indiranagar
109,2024-03-03,2024-03-03,2024-03-16,13,False,4318,Carrot,Vegetables,FarmGate,True,13,Cool (10-15°C),LOT-20240303-971,709,594,485,17,92,19,16.42,7963.7,5,Supermarket A - Indiranagar
110,2024-01-12,2023-09-08,2024-03-26,74,False,8978,Soda 500ml,Beverages,Coca-Cola,False,200,Ambient (20-25°C),LOT-20230908-106,997,993,355,31,607,79,77.73,27594.15,5,Supermarket A - Indiranagar
111,2024-06-19,2024-06-07,2024-06-20,1,True,3695,Apple,Fruits,Del Monte,True,13,Cool (10-15°C),LOT-20240607-636,451,344,124,30,190,190,117.83,14610.92,3,Supermarket A - Indiranagar
112,2024-08-21,2024-08-16,2024-09-03,13,False,3332,Apple,Fruits,Del Monte,True,18,Cool (10-15°C),LOT-20240816-822,505,362,164,16,182,14,47.96,7865.44,5,Supermarket A - Indiranagar
113,2023-06-17,2023-06-08,2023-06-19,2,True,3117,Apple,Fruits,Del Monte,True,11,Cool (10-15°C),LOT-20230608-123,220,124,61,7,56,56,63.39,3866.79,4,Supermarket A - Indiranagar
114,2024-08-01,2024-07-31,2024-08-10,9,False,5100,Curd 400g,Dairy,Amul,True,10,Chilled (2-4°C),LOT-20240731-873,366,181,142,3,36,8,58.38,8289.96,4,Supermarket A - Indiranagar
115,2024-04-13,2023-10-25,2024-05-18,35,False,9130,Biscuit 200g,Snacks,Parle,False,206,Ambient (20-25°C),LOT-20231025-625,896,784,285,25,474,51,44.61,12713.85,4,Supermarket A - Indiranagar
116,2025-06-09,2025-06-09,2025-06-16,7,False,3395,Pomegranate,Fruits,FreshFarms,True,7,Cool (10-15°C),LOT-20250609-127,621,318,158,27,133,18,59.27,9364.66,5,Supermarket A - Indiranagar
117,2023-12-15,2023-09-27,2024-05-21,158,False,9980,Chocolate Bar 45g,Snacks,Cadbury,False,237,Ambient (20-25°C),LOT-20230927-704,1049,656,333,18,305,15,70.32,23416.56,3,Supermarket A - Indiranagar
118,2024-11-21,2024-11-17,2024-12-04,13,False,5882,Yogurt Cup,Dairy,Nestlé,True,17,Chilled (2-4°C),LOT-20241117-303,682,468,340,12,116,3,100.57,34193.8,5,Supermarket A - Indiranagar
119,2025-03-13,2024-05-25,2025-04-10,28,False,9242,Potato Chips 100g,Snacks,Lays,False,320,Ambient (20-25°C),LOT-20240525-119,922,579,218,20,341,40,41.46,9038.28,3,Supermarket A - Indiranagar
120,2023-06-24,2023-05-06,2023-10-15,113,False,9813,Chocolate Bar 45g,Snacks,Cadbury,False,162,Ambient (20-25°C),LOT-20230506-896,879,758,488,10,260,2,82.18,40103.84,4,Supermarket A - Indiranagar
121,2025-01-21,2025-01-15,2025-01-23,2,True,3218,Grapes,Fruits,Reliance Fresh,True,8,Cool (10-15°C),LOT-20250115-107,406,400,217,26,157,157,108.13,23464.21,3,Supermarket A - Indiranagar
122,2023-06-01,2023-05-25,2023-06-18,17,False,5053,Yogurt Cup,Dairy,Nestlé,True,24,Chilled (2-4°C),LOT-20230525-402,432,306,221,8,77,15,113.09,24992.89,5,Supermarket A - Indiranagar
