Unnamed: 0,Date,Manufacturing_Date,Expiry_Date,Days_to_Expiry_at_Sale,Is_Near_Expiry_At_Sale,Product_ID,Product_Name,Category,Company_Name,Is_Perishable,Shelf_Life_Days,Storage_Temperature,Lot_ID,Stock_Batch_Quantity,Quantity_Stocked,Quantity_Sold,Wastage_Units,On_Hand_After_Sale,Near_Expiry_Units,Price_per_Unit,Revenue,Feedback_Score,Supermarket_Branch
14,2025-04-22,2025-04-19,2025-05-02,10,False,7803,Eggs Dozen,Meat,Local Farm,True,13,Frozen (-18°C),LOT-20250419-550,579,362,187,22,153,41,138.63,25923.81,3,Supermarket B - Whitefield
15,2025-03-16,2025-03-15,2025-03-23,7,False,5962,Milk 500ml,Dairy,Amul,True,8,Chilled (2-4°C),LOT-20250315-383,459,355,86,27,242,71,34.02,2925.72,4,Supermarket B - Whitefield
16,2024-05-25,2024-05-17,2024-05-25,0,True,7898,Chicken Breast 500g,Meat,Licious,True,8,Frozen (-18°C),LOT-20240517-234,858,617,216,47,354,354,199.21,43029.36,1,Supermarket B - Whitefield
17,2024-03-10,2024-03-03,2024-03-22,12,False,3226,Banana,Fruits,FreshFarms,True,19,Cool (10-15°C),LOT-20240303-930,576,456,203,30,223,59,71.09,14431.27,5,Supermarket B - Whitefield
18,2025-01-05,2024-09-22,2025-06-16,162,False,8723,Packaged Water 1L,Beverages,Bisleri,False,267,Ambient (20-25°C),LOT-20240922-162,1037,746,322,20,404,11,98.17,31610.74,4,Supermarket B - Whitefield
19,2025-05-23,2025-05-15,2025-05-23,0,True,5848,Yogurt Cup,Dairy,Nestlé,True,8,Chilled (2-4°C),LOT-20250515-994,577,396,169,33,194,194,109.7,18539.3,3,Supermarket B - Whitefield
20,2023-07-23,2023-05-07,2023-08-23,31,False,8020,Packaged Water 1L,Beverages,Bisleri,False,108,Ambient (20-25°C),LOT-20230507-924,927,889,253,35,601,84,95.99,24285.47,4,Supermarket B - Whitefield
21,2025-02-05,2024-07-18,2025-03-26,49,False,8824,Cold Coffee 200ml,Beverages,Nestlé,False,251,Ambient (20-25°C),LOT-20240718-207,1165,784,298,28,458,10,56.54,16848.92,2,Supermarket B - Whitefield
22,2023-01-28,2023-01-24,2023-02-14,17,False,5287,Paneer 200g,Dairy,Nandini,True,21,Chilled (2-4°C),LOT-20230124-895,470,377,282,13,82,14,95.38,26897.16,3,Supermarket B - Whitefield
23,2024-05-27,2024-05-27,2024-06-13,17,False,3674,Banana,Fruits,FreshFarms,True,17,Cool (10-15°C),LOT-20240527-440,661,454,197,33,224,23,66.1,13021.7,4,Supermarket B - Whitefield
24,2023-01-10,2023-01-09,2023-01-18,8,False,7410,Mutton Curry Cut 500g,Meat,Licious,True,9,Frozen (-18°C),LOT-20230109-144,748,748,435,33,280,59,267.11,116192.85,4,Supermarket B - Whitefield
25,2023-08-02,2023-07-29,2023-08-11,9,False,3342,Apple,Fruits,Del Monte,True,13,Cool (10-15°C),LOT-20230729-956,384,266,157,16,93,4,78.79,12370.03,5,Supermarket B - Whitefield
26,2024-09-10,2024-05-17,2024-10-22,42,False,9478,Potato Chips 100g,Snacks,Lays,False,158,Ambient (20-25°C),LOT-20240517-343,759,434,144,16,274,28,99.06,14264.64,3,Supermarket B - Whitefield
27,2024-01-04,2024-01-03,2024-01-15,11,False,3752,Grapes,Fruits,Reliance Fresh,True,12,Cool (10-15°C),LOT-20240103-872,217,167,68,13,86,24,56.97,3873.96,5,Supermarket B - Whitefield
28,2024-09-20,2024-05-11,2025-03-23,184,False,9327,Chocolate Bar 45g,Snacks,Cadbury,False,316,Ambient (20-25°C),LOT-20240511-152,987,725,315,17,393,105,119.29,37576.35,4,Supermarket B - Whitefield
29,2025-05-01,2025-04-28,2025-05-22,21,False,5041,Curd 400g,Dairy,Amul,True,24,Chilled (2-4°C),LOT-20250428-216,256,224,153,2,69,16,80.38,12298.14,5,Supermarket B - Whitefield
30,2024-01-18,2024-01-09,2024-01-20,2,True,3096,Mango,Fruits,FreshFarms,True,11,Cool (10-15°C),LOT-20240109-460,531,412,221,25,166,166,35.45,7834.45,4,Supermarket B - Whitefield
31,2023-04-09,2023-04-07,2023-04-10,1,True,6025,Brown Bread,Bakery,Britannia,True,3,Ambient (20-25°C),LOT-20230407-667,567,376,163,23,190,190,69.2,11279.6,3,Supermarket B - Whitefield
32,2023-03-15,2023-03-07,2023-03-16,1,True,4496,Carrot,Vegetables,FarmGate,True,9,Cool (10-15°C),LOT-20230307-511,592,302,108,21,173,173,17.68,1909.44,2,Supermarket B - Whitefield
33,2024-03-15,2024-03-08,2024-03-22,7,False,5527,Butter 100g,Dairy,Amul,True,14,Chilled (2-4°C),LOT-20240308-921,531,492,301,26,165,43,88.56,26656.56,3,Supermarket B - Whitefield
34,2023-10-19,2023-09-20,2024-08-01,287,False,8214,Orange Juice 1L,Beverages,Real,False,316,Ambient (20-25°C),LOT-20230920-954,1062,831,464,22,345,73,28.29,13126.56,5,Supermarket B - Whitefield
35,2025-05-19,2025-05-17,2025-05-24,5,False,4269,Carrot,Vegetables,FarmGate,True,7,Cool (10-15°C),LOT-20250517-308,780,468,281,19,168,5,44.09,12389.29,4,Supermarket B - Whitefield
36,2025-07-30,2025-06-16,2025-11-18,111,False,9544,Masala Namkeen 150g,Snacks,Haldiram's,False,155,Ambient (20-25°C),LOT-20250616-616,998,805,347,25,433,107,10.76,3733.72,5,Supermarket B - Whitefield
37,2024-01-15,2024-01-04,2024-02-01,17,False,5753,Paneer 200g,Dairy,Nandini,True,28,Chilled (2-4°C),LOT-20240104-123,448,208,160,4,44,0,89.46,14313.6,4,Supermarket B - Whitefield
38,2023-11-28,2023-11-28,2023-12-01,3,True,6988,Pav 6pc,Bakery,Modern Foods,True,3,Ambient (20-25°C),LOT-20231128-539,544,295,197,10,88,88,114.34,22524.98,4,Supermarket B - Whitefield
39,2024-05-26,2024-05-19,2024-05-28,2,True,4925,Carrot,Vegetables,FarmGate,True,9,Cool (10-15°C),LOT-20240519-627,435,379,214,21,144,144,54.87,11742.18,4,Supermarket B - Whitefield
40,2024-02-06,2024-02-02,2024-02-09,3,True,4346,Potato,Vegetables,Namdhari,True,7,Cool (10-15°C),LOT-20240202-666,757,528,368,16,144,144,36.72,13512.96,5,Supermarket B - Whitefield
41,2023-04-09,2023-01-06,2023-04-24,15,False,8873,Packaged Water 1L,Beverages,Bisleri,False,108,Ambient (20-25°C),LOT-20230106-953,1118,814,228,35,551,127,114.66,26142.48,4,Supermarket B - Whitefield
42,2023-07-24,2023-07-22,2023-08-03,10,False,5373,Milk 500ml,Dairy,Amul,True,12,Chilled (2-4°C),LOT-20230722-367,579,431,222,23,186,7,63.1,14008.2,4,Supermarket B - Whitefield
43,2024-09-08,2024-08-31,2024-09-18,10,False,3755,Banana,Fruits,FreshFarms,True,18,Cool (10-15°C),LOT-20240831-129,474,295,161,11,123,18,49.8,8017.8,5,Supermarket B - Whitefield
44,2023-06-29,2023-06-28,2023-07-06,7,False,4628,Spinach,Vegetables,FarmGate,True,8,Cool (10-15°C),LOT-20230628-166,360,320,181,21,118,34,37.18,6729.58,5,Supermarket B - Whitefield
45,2024-10-14,2024-07-16,2025-02-23,132,False,9675,Biscuit 200g,Snacks,Parle,False,222,Ambient (20-25°C),LOT-20240716-183,840,690,253,23,414,58,15.21,3848.13,5,Supermarket B - Whitefield
46,2024-01-04,2023-06-18,2024-01-30,26,False,8720,Mango Juice 1L,Beverages,Paper Boat,False,226,Ambient (20-25°C),LOT-20230618-500,697,354,81,12,261,7,36.53,2958.93,3,Supermarket B - Whitefield
47,2024-03-15,2024-03-05,2024-03-17,2,True,7006,Mutton Curry Cut 500g,Meat,Licious,True,12,Frozen (-18°C),LOT-20240305-823,487,383,130,40,213,213,394.46,51279.8,3,Supermarket B - Whitefield
48,2024-09-14,2024-08-28,2024-09-16,2,True,3699,Apple,Fruits,Del Monte,True,19,Cool (10-15°C),LOT-20240828-233,280,126,62,10,54,54,119.52,7410.24,3,Supermarket B - Whitefield
49,2024-09-23,2024-07-21,2024-10-21,28,False,8231,Orange Juice 1L,Beverages,Real,False,92,Ambient (20-25°C),LOT-20240721-123,962,579,156,11,412,13,39.51,6163.56,3,Supermarket B - Whitefield
50,2023-04-29,2023-04-26,2023-05-02,3,True,6944,Brown Bread,Bakery,Britannia,True,6,Ambient (20-25°C),LOT-20230426-265,441,236,168,5,63,63,57.72,9696.96,4,Supermarket B - Whitefield
51,2024-09-20,2024-01-11,2024-10-10,20,False,8896,Mango Juice 1L,Beverages,Paper Boat,False,273,Ambient (20-25°C),LOT-20240111-375,967,525,205,19,301,33,73.88,15145.4,3,Supermarket B - Whitefield
52,2024-08-19,2024-08-11,2024-08-21,2,True,4961,Tomato,Vegetables,Namdhari,True,10,Cool (10-15°C),LOT-20240811-389,371,286,138,20,128,128,54.79,7561.02,4,Supermarket B - Whitefield
53,2024-04-18,2024-04-13,2024-05-01,13,False,5009,Paneer 200g,Dairy,Nandini,True,18,Chilled (2-4°C),LOT-20240413-157,432,285,105,23,157,25,54.0,5670.0,5,Supermarket B - Whitefield
54,2024-06-13,2024-06-02,2024-06-14,1,True,3271,Apple,Fruits,Del Monte,True,12,Cool (10-15°C),LOT-20240602-857,314,174,74,13,87,87,93.66,6930.84,5,Supermarket B - Whitefield
55,2024-08-19,2024-07-30,2025-05-02,256,False,8648,Mango Juice 1L,Beverages,Paper Boat,False,276,Ambient (20-25°C),LOT-20240730-464,750,457,119,14,324,45,26.15,3111.85,5,Supermarket B - Whitefield
56,2024-04-07,2024-03-06,2024-12-31,268,False,9855,Masala Namkeen 150g,Snacks,Haldiram's,False,300,Ambient (20-25°C),LOT-20240306-294,729,504,267,15,222,43,126.98,33903.66,5,Supermarket B - Whitefield
57,2023-11-13,2023-11-12,2023-11-24,11,False,7808,Mutton Curry Cut 500g,Meat,Licious,True,12,Frozen (-18°C),LOT-20231112-198,542,433,253,16,164,25,114.93,29077.29,4,Supermarket B - Whitefield
58,2023-11-30,2023-11-28,2023-12-11,11,False,4643,Carrot,Vegetables,FarmGate,True,13,Cool (10-15°C),LOT-20231128-525,555,192,128,5,59,13,50.47,6460.16,5,Supermarket B - Whitefield
59,2023-11-22,2023-11-09,2023-11-22,0,True,5183,Curd 400g,Dairy,Amul,True,13,Chilled (2-4°C),LOT-20231109-449,625,347,194,12,141,141,57.36,11127.84,2,Supermarket B - Whitefield
60,2023-10-25,2023-07-11,2023-12-23,59,False,8621,Mango Juice 1L,Beverages,Paper Boat,False,165,Ambient (20-25°C),LOT-20230711-418,886,677,300,18,359,56,34.37,10311.0,3,Supermarket B - Whitefield
61,2023-10-27,2023-08-13,2024-04-23,179,False,8685,Mango Juice 1L,Beverages,Paper Boat,False,254,Ambient (20-25°C),LOT-20230813-268,632,285,147,2,136,2,108.46,15943.62,5,Supermarket B - Whitefield
62,2023-07-17,2023-07-16,2023-07-25,8,False,5722,Yogurt Cup,Dairy,Nestlé,True,9,Chilled (2-4°C),LOT-20230716-635,409,279,205,9,65,12,68.4,14022.0,5,Supermarket B - Whitefield
63,2024-02-06,2024-02-03,2024-02-23,17,False,3011,Mango,Fruits,FreshFarms,True,20,Cool (10-15°C),LOT-20240203-592,385,259,111,14,134,21,69.03,7662.33,3,Supermarket B - Whitefield
64,2025-01-18,2025-01-18,2025-01-21,3,True,6031,Pav 6pc,Bakery,Modern Foods,True,3,Ambient (20-25°C),LOT-20250118-230,576,395,244,16,135,135,83.82,20452.08,4,Supermarket B - Whitefield
65,2025-01-11,2025-01-04,2025-01-18,7,False,5435,Butter 100g,Dairy,Amul,True,14,Chilled (2-4°C),LOT-20250104-676,560,405,226,18,161,29,46.42,10490.92,4,Supermarket B - Whitefield
66,2024-06-01,2024-03-02,2024-09-14,105,False,9591,Masala Namkeen 150g,Snacks,Haldiram's,False,196,Ambient (20-25°C),LOT-20240302-681,412,200,128,4,68,1,73.24,9374.72,5,Supermarket B - Whitefield
67,2023-10-20,2023-10-07,2023-10-20,0,True,5496,Paneer 200g,Dairy,Nandini,True,13,Chilled (2-4°C),LOT-20231007-488,538,345,160,19,166,166,77.69,12430.4,3,Supermarket B - Whitefield
68,2024-11-17,2024-11-12,2024-11-22,5,False,3802,Banana,Fruits,FreshFarms,True,10,Cool (10-15°C),LOT-20241112-121,341,324,139,22,163,3,90.72,12610.08,3,Supermarket B - Whitefield
69,2023-07-19,2023-03-22,2024-02-07,203,False,8623,Orange Juice 1L,Beverages,Real,False,322,Ambient (20-25°C),LOT-20230322-531,1003,641,439,13,189,26,45.62,20027.18,5,Supermarket B - Whitefield
70,2023-12-27,2023-12-14,2024-01-06,10,False,5887,Curd 400g,Dairy,Amul,True,23,Chilled (2-4°C),LOT-20231214-282,572,264,176,13,75,6,86.92,15297.92,5,Supermarket B - Whitefield
71,2023-10-25,2023-02-28,2024-01-02,69,False,9474,Biscuit 200g,Snacks,Parle,False,308,Ambient (20-25°C),LOT-20230228-566,832,832,348,32,452,83,125.22,43576.56,3,Supermarket B - Whitefield
72,2024-07-06,2024-06-22,2025-01-06,184,False,8622,Orange Juice 1L,Beverages,Real,False,198,Ambient (20-25°C),LOT-20240622-911,647,485,181,13,291,37,108.66,19667.46,4,Supermarket B - Whitefield
73,2023-06-03,2023-05-22,2023-06-09,6,False,3886,Apple,Fruits,Del Monte,True,18,Cool (10-15°C),LOT-20230522-421,684,337,164,22,151,1,94.14,15438.96,3,Supermarket B - Whitefield
74,2023-03-24,2023-03-17,2023-03-26,2,True,5259,Curd 400g,Dairy,Amul,True,9,Chilled (2-4°C),LOT-20230317-846,262,209,120,11,78,78,51.28,6153.6,4,Supermarket B - Whitefield
75,2024-06-10,2024-05-22,2024-06-10,0,True,3439,Apple,Fruits,Del Monte,True,19,Cool (10-15°C),LOT-20240522-106,678,449,241,28,180,180,119.41,28777.81,2,Supermarket B - Whitefield
76,2023-08-19,2023-02-07,2023-08-19,0,True,9828,Potato Chips 100g,Snacks,Lays,False,193,Ambient (20-25°C),LOT-20230207-792,1092,683,358,15,310,310,67.62,24207.96,3,Supermarket B - Whitefield
77,2024-05-12,2024-05-06,2024-05-13,1,True,4779,Tomato,Vegetables,Namdhari,True,7,Cool (10-15°C),LOT-20240506-164,352,217,96,17,104,104,39.78,3818.88,3,Supermarket B - Whitefield
78,2024-03-16,2023-12-02,2024-06-11,87,False,9683,Potato Chips 100g,Snacks,Lays,False,192,Ambient (20-25°C),LOT-20231202-517,816,394,94,14,286,49,111.95,10523.3,5,Supermarket B - Whitefield
79,2025-04-15,2025-04-14,2025-04-19,4,False,6415,Brown Bread,Bakery,Britannia,True,5,Ambient (20-25°C),LOT-20250414-199,398,327,131,17,179,53,58.8,7702.8,4,Supermarket B - Whitefield
80,2023-07-14,2023-05-01,2023-10-29,107,False,9909,Masala Namkeen 150g,Snacks,Haldiram's,False,181,Ambient (20-25°C),LOT-20230501-206,849,712,242,22,448,53,12.45,3012.9,5,Supermarket B - Whitefield
81,2025-01-02,2025-01-02,2025-01-07,5,False,7464,Fish Fillet 500g,Meat,FreshToHome,True,5,Frozen (-18°C),LOT-20250102-615,480,267,146,14,107,31,317.31,46327.26,3,Supermarket B - Whitefield
82,2023-08-03,2023-07-20,2023-08-03,0,True,5097,Butter 100g,Dairy,Amul,True,14,Chilled (2-4°C),LOT-20230720-407,537,371,197,24,150,150,79.13,15588.61,2,Supermarket B - Whitefield
83,2025-05-19,2025-05-18,2025-05-27,8,False,4906,Spinach,Vegetables,FarmGate,True,9,Cool (10-15°C),LOT-20250518-544,325,155,76,13,66,11,19.03,1446.28,5,Supermarket B - Whitefield
84,2025-02-08,2025-02-07,2025-02-20,12,False,7345,Chicken Breast 500g,Meat,Licious,True,13,Frozen (-18°C),LOT-20250207-707,179,126,76,8,42,0,324.91,24693.16,5,Supermarket B - Whitefield
85,2024-03-16,2024-02-05,2024-10-30,228,False,8481,Soda 500ml,Beverages,Coca-Cola,False,268,Ambient (20-25°C),LOT-20240205-375,985,944,330,34,580,139,55.19,18212.7,5,Supermarket B - Whitefield
86,2024-03-23,2023-12-31,2024-08-07,137,False,9608,Masala Namkeen 150g,Snacks,Haldiram's,False,220,Ambient (20-25°C),LOT-20231231-429,625,339,182,8,149,6,93.14,16951.48,4,Supermarket B - Whitefield
87,2023-02-27,2023-02-24,2023-03-08,9,False,3942,Pomegranate,Fruits,FreshFarms,True,12,Cool (10-15°C),LOT-20230224-776,656,336,178,21,137,27,40.84,7269.52,3,Supermarket B - Whitefield
88,2023-10-26,2023-10-22,2023-10-27,1,True,7893,Chicken Breast 500g,Meat,Licious,True,5,Frozen (-18°C),LOT-20231022-568,190,126,61,8,57,57,196.56,11990.16,4,Supermarket B - Whitefield
89,2024-08-04,2024-07-13,2024-08-08,4,False,5284,Milk 500ml,Dairy,Amul,True,26,Chilled (2-4°C),LOT-20240713-738,559,396,184,29,183,47,62.13,11431.92,3,Supermarket B - Whitefield
90,2024-12-27,2024-06-21,2025-04-30,124,False,9085,Masala Namkeen 150g,Snacks,Haldiram's,False,313,Ambient (20-25°C),LOT-20240621-346,926,585,264,14,307,85,116.56,30771.84,2,Supermarket B - Whitefield
91,2024-02-14,2024-02-14,2024-02-23,9,False,4056,Potato,Vegetables,Namdhari,True,9,Cool (10-15°C),LOT-20240214-437,354,166,116,9,41,5,47.09,5462.44,4,Supermarket B - Whitefield
92,2024-04-13,2024-04-06,2024-04-14,1,True,4053,Tomato,Vegetables,Namdhari,True,8,Cool (10-15°C),LOT-20240406-638,453,215,96,10,109,109,50.11,4810.56,4,Supermarket B - Whitefield
93,2023-02-23,2023-02-23,2023-02-27,4,False,6696,Croissant,Bakery,Local Bakery,True,4,Ambient (20-25°C),LOT-20230223-451,561,348,219,21,108,19,27.95,6121.05,5,Supermarket B - Whitefield
94,2024-06-23,2024-06-22,2024-06-29,6,False,4501,Onion,Vegetables,Namdhari,True,7,Cool (10-15°C),LOT-20240622-547,547,301,146,22,133,21,17.9,2613.4,3,Supermarket B - Whitefield
95,2023-08-29,2023-08-27,2023-08-30,1,True,6379,Brown Bread,Bakery,Britannia,True,3,Ambient (20-25°C),LOT-20230827-643,705,701,537,21,143,143,70.09,37638.33,3,Supermarket B - Whitefield
96,2023-01-22,2023-01-19,2023-01-23,1,True,6689,Pav 6pc,Bakery,Modern Foods,True,4,Ambient (20-25°C),LOT-20230119-823,496,419,264,12,143,143,77.04,20338.56,4,Supermarket B - Whitefield
97,2023-08-14,2023-08-09,2023-08-18,4,False,3398,Grapes,Fruits,Reliance Fresh,True,9,Cool (10-15°C),LOT-20230809-637,296,160,68,10,82,0,109.45,7442.6,2,Supermarket B - Whitefield
98,2025-04-30,2025-04-19,2025-05-18,18,False,5610,Paneer 200g,Dairy,Nandini,True,29,Chilled (2-4°C),LOT-20250419-147,633,383,208,25,150,34,92.73,19287.84,4,Supermarket B - Whitefield
99,2023-08-24,2023-07-17,2024-04-03,223,False,9307,Biscuit 200g,Snacks,Parle,False,261,Ambient (20-25°C),LOT-20230717-514,702,377,167,12,198,20,13.07,2182.69,4,Supermarket B - Whitefield
100,2023-01-26,2023-01-04,2023-09-25,242,False,8086,Orange Juice 1L,Beverages,Real,False,264,Ambient (20-25°C),LOT-20230104-689,763,662,293,16,353,69,117.49,34424.57,3,Supermarket B - Whitefield
101,2024-06-27,2024-06-26,2024-07-21,24,False,5499,Butter 100g,Dairy,Amul,True,25,Chilled (2-4°C),LOT-20240626-265,481,400,311,12,77,19,27.25,8474.75,5,Supermarket B - Whitefield
102,2023-07-24,2023-07-17,2023-07-26,2,True,3547,Apple,Fruits,Del Monte,True,9,Cool (10-15°C),LOT-20230717-925,559,357,207,15,135,135,97.11,20101.77,3,Supermarket B - Whitefield
103,2024-07-20,2024-07-16,2024-07-29,9,False,7390,Chicken Breast 500g,Meat,Licious,True,13,Frozen (-18°C),LOT-20240716-554,590,495,314,19,162,47,215.52,67673.28,5,Supermarket B - Whitefield
104,2023-06-27,2023-06-26,2023-07-24,27,False,5214,Paneer 200g,Dairy,Nandini,True,28,Chilled (2-4°C),LOT-20230626-188,409,379,227,16,136,39,72.97,16564.19,5,Supermarket B - Whitefield
105,2025-04-10,2025-04-05,2025-04-10,0,True,6535,Brown Bread,Bakery,Britannia,True,5,Ambient (20-25°C),LOT-20250405-525,431,359,159,29,171,171,110.8,17617.2,1,Supermarket B - Whitefield
106,2024-05-08,2024-05-01,2024-05-08,0,True,4057,Spinach,Vegetables,FarmGate,True,7,Cool (10-15°C),LOT-20240501-105,660,431,191,31,209,209,29.24,5584.84,3,Supermarket B - Whitefield
107,2025-01-01,2024-12-21,2025-01-01,0,True,3382,Banana,Fruits,FreshFarms,True,11,Cool (10-15°C),LOT-20241221-313,614,486,185,46,255,255,66.56,12313.6,4,Supermarket B - Whitefield
108,2025-01-04,2024-12-29,2025-01-15,11,False,3281,Orange,Fruits,Del Monte,True,17,Cool (10-15°C),LOT-20241229-524,149,149,47,16,86,8,98.85,4645.95,5,Supermarket B - Whitefield
109,2023-09-20,2023-09-14,2023-10-04,14,False,5536,Curd 400g,Dairy,Amul,True,20,Chilled (2-4°C),LOT-20230914-790,627,279,200,12,67,10,56.06,11212.0,5,Supermarket B - Whitefield
110,2023-12-10,2023-12-05,2024-01-02,23,False,5972,Butter 100g,Dairy,Amul,True,28,Chilled (2-4°C),LOT-20231205-676,589,421,249,26,146,26,70.06,17444.94,3,Supermarket B - Whitefield
111,2023-03-03,2023-02-27,2023-03-11,8,False,4015,Onion,Vegetables,Namdhari,True,12,Cool (10-15°C),LOT-20230227-485,116,69,31,7,31,2,34.34,1064.54,4,Supermarket B - Whitefield
112,2025-05-15,2025-05-06,2025-05-18,3,True,4533,Carrot,Vegetables,FarmGate,True,12,Cool (10-15°C),LOT-20250506-914,287,180,94,12,74,74,41.86,3934.84,4,Supermarket B - Whitefield
113,2024-01-15,2024-01-10,2024-01-18,3,True,4081,Spinach,Vegetables,FarmGate,True,8,Cool (10-15°C),LOT-20240110-953,529,482,226,36,220,220,33.18,7498.68,5,Supermarket B - Whitefield
114,2024-07-26,2024-03-18,2025-02-27,216,False,9785,Potato Chips 100g,Snacks,Lays,False,346,Ambient (20-25°C),LOT-20240318-325,1065,797,288,20,489,135,39.08,11255.04,5,Supermarket B - Whitefield
115,2023-11-05,2023-09-20,2024-01-13,69,False,8997,Orange Juice 1L,Beverages,Real,False,115,Ambient (20-25°C),LOT-20230920-406,840,519,276,13,230,18,110.05,30373.8,4,Supermarket B - Whitefield
116,2025-02-05,2025-02-05,2025-02-22,17,False,5353,Paneer 200g,Dairy,Nandini,True,17,Chilled (2-4°C),LOT-20250205-159,650,483,378,15,90,8,93.13,35203.14,4,Supermarket B - Whitefield
117,2024-01-10,2023-12-28,2024-01-11,1,True,5768,Paneer 200g,Dairy,Nandini,True,14,Chilled (2-4°C),LOT-20231228-235,423,326,206,14,106,106,96.92,19965.52,4,Supermarket B - Whitefield
118,2023-05-30,2023-05-16,2023-06-02,3,True,5286,Milk 500ml,Dairy,Amul,True,17,Chilled (2-4°C),LOT-20230516-735,668,328,177,13,138,138,63.17,11181.09,5,Supermarket B - Whitefield
119,2023-08-15,2023-08-11,2023-08-15,0,True,6249,Pav 6pc,Bakery,Modern Foods,True,4,Ambient (20-25°C),LOT-20230811-490,500,380,169,29,182,182,51.42,8689.98,2,Supermarket B - Whitefield
120,2024-01-18,2024-01-14,2024-01-31,13,False,3218,Mango,Fruits,FreshFarms,True,17,Cool (10-15°C),LOT-20240114-311,430,328,137,21,170,3,79.47,10887.39,4,Supermarket B - Whitefield
121,2024-12-12,2024-12-09,2024-12-12,0,True,6078,Sandwich Bread,Bakery,Britannia,True,3,Ambient (20-25°C),LOT-20241209-346,724,363,216,18,129,129,108.96,23535.36,3,Supermarket B - Whitefield
122,2024-08-21,2024-08-17,2024-08-27,6,False,7658,Chicken Breast 500g,Meat,Licious,True,10,Frozen (-18°C),LOT-20240817-120,513,331,146,24,161,0,321.5,46939.0,4,Supermarket B - Whitefield
123,2023-08-21,2023-08-17,2023-08-25,4,False,5222,Butter 100g,Dairy,Amul,True,8,Chilled (2-4°C),LOT-20230817-794,539,397,196,21,180,33,115.14,22567.44,4,Supermarket B - Whitefield
